Platform 0 : Advanced Micro Devices, Inc.

2000 : 2000 Iterations: 1000
0
number of platformes found: 1 
number of Devices found: 3

List of Devices found:

GPUs found:

NAME: Tahiti 
Max Clock Frequency: 900 
Parallel compute units: 28 
Hardware version: OpenCL 1.2 AMD-APP (1124.2) 
CL Driver version: 1124.2 (VM)
CL Device Max Work Group Size: 
Max Work Group Size: 0 
Max work Group size: 18446744073709551586

NAME: Tahiti 
Max Clock Frequency: 900 
Parallel compute units: 28 
Hardware version: OpenCL 1.2 AMD-APP (1124.2) 
CL Driver version: 1124.2 (VM)
CL Device Max Work Group Size: 
Max Work Group Size: 0 
Max work Group size: 18446744073709551586

CPUs found:

NAME: Intel(R) Xeon(R) CPU E5-2670 0 @ 2.60GHz 
Max Clock Frequency: 2601 
Parallel compute units: 32 
Hardware version: OpenCL 1.2 AMD-APP (1124.2) 
CL Driver version: 1124.2 (sse2,avx)
CL Device Max Work Group Size: 
Max Work Group Size: 0 
Max work Group size: 18446744073709551586

Total list (correct order):
0: Tahiti 
1: Tahiti 
2: Intel(R) Xeon(R) CPU E5-2670 0 @ 2.60GHz 
99: Stupid CPU Implementation

Witch Device should be used?
0
you selected device number: 0
Building Programm Sucsessfull
kernel Arguments are set; starting kernel now!
Max kernel work gorup size: 256
Using blocks of size: 9 ; 9
 height  and    width     2000 2000
 global work size:  we ; he   1998 ; 1998
 lokal work size:  we ; he   9 ; 9
Time 		 SPS 
0.030896 	 1.29208e+08
0.00429614 	 9.29207e+08
0.00330518 	 1.2078e+09
0.0026521 	 1.50522e+09
0.00265698 	 1.50246e+09
0.00263208 	 1.51667e+09
0.00263501 	 1.51499e+09
0.00262378 	 1.52147e+09
0.00333521 	 1.19693e+09
0.00257886 	 1.54797e+09
0.00258496 	 1.54432e+09
0.00257104 	 1.55268e+09
0.0025769 	 1.54915e+09
0.00257007 	 1.55327e+09
0.00173193 	 2.30494e+09
0.00150317 	 2.65572e+09
0.0015 	 2.66134e+09
0.00147803 	 2.7009e+09
0.00151001 	 2.64369e+09
0.00149097 	 2.67746e+09
0.00150098 	 2.6596e+09
0.00149219 	 2.67527e+09
0.00150391 	 2.65442e+09
0.00148608 	 2.68626e+09
0.00150903 	 2.64541e+09
0.00148804 	 2.68273e+09
0.00149512 	 2.67003e+09
0.00149097 	 2.67746e+09
0.00148706 	 2.68449e+09
0.00150684 	 2.64926e+09
0.00149512 	 2.67003e+09
0.00150806 	 2.64712e+09
0.00151318 	 2.63815e+09
0.00148291 	 2.69201e+09
0.00149219 	 2.67527e+09
0.00150586 	 2.65098e+09
0.00150415 	 2.65399e+09
0.00149902 	 2.66307e+09
0.00150098 	 2.6596e+09
0.00149097 	 2.67746e+09
0.00151001 	 2.64369e+09
0.00151587 	 2.63348e+09
0.00150513 	 2.65227e+09
0.00149097 	 2.67746e+09
0.00150903 	 2.64541e+09
0.00151196 	 2.64028e+09
0.00151514 	 2.63475e+09
0.00148389 	 2.69024e+09
0.00151221 	 2.63985e+09
0.00150781 	 2.64755e+09
0.00149609 	 2.66828e+09
0.00150391 	 2.65442e+09
0.00149414 	 2.67177e+09
0.00151196 	 2.64028e+09
0.00150903 	 2.64541e+09
0.00148193 	 2.69378e+09
0.00151392 	 2.63687e+09
0.00147095 	 2.7139e+09
0.00150903 	 2.64541e+09
0.00150293 	 2.65615e+09
0.00148804 	 2.68273e+09
0.00149585 	 2.66872e+09
0.00150708 	 2.64883e+09
0.00149414 	 2.67177e+09
0.00149194 	 2.67571e+09
0.00148608 	 2.68626e+09
0.00149902 	 2.66307e+09
0.00150977 	 2.64412e+09
0.00151514 	 2.63475e+09
0.00150684 	 2.64926e+09
0.00150513 	 2.65227e+09
0.00150195 	 2.65788e+09
0.00151099 	 2.64199e+09
0.00150098 	 2.6596e+09
0.00149292 	 2.67396e+09
